"Recharge","v. t. & i.","To attack again; to attack anew."
"Recheat","n.","A strain given on the horn to call back the hounds when they have lost track of the game."
"Rechless","a.","Reckless."
"Rechoose","v. t.","To choose again."
"Recidivate","v. i.","To backslide; to fall again."
"Recidivation","n.","A falling back; a backsliding."
"Recidivous","a.","Tending or liable to backslide or relapse to a former condition or habit."
"Recipe","n.","A formulary or prescription for making some combination, mixture, or preparation of materials; a receipt; especially, a prescription for medicine."
"Recipiency","n.","The quality or state of being recipient; a receiving; reception; receptiveness."
"Recipient","n.","A receiver; the person or thing that receives; one to whom, or that to which, anything is given or communicated; specifically, the receiver of a still."
"Recipient","a.","Receiving; receptive."
"Reciprocal","n.","The quotient arising from dividing unity by any quantity; thus, / is the reciprocal of 4; 1/(a +b) is the reciprocal of a + b. The reciprocal of a fraction is the fraction inverted, or the denominator divided by the numerator."
"Reciprocally","adv.","In the manner of reciprocals."
"Reciprocalness","n.","The quality or condition of being reciprocal; mutual return; alternateness."
"Reciprocated","imp. & p. p.","of Reciprocate"
"Reciprocating","p. pr. & vb. n.","of Reciprocate"
"Reciprocate","v. t.","To give and return mutually; to make return for; to give in return; to interchange; to alternate; as, to reciprocate favors."
"Reciprocation","n.","Alternate recurrence or action; as, the reciprocation of the sea in the flow and ebb of tides."
"Reciprocity","n.","Reciprocal advantages, obligations, or rights; reciprocation."
"Reciprocornous","a.","Having horns turning backward and then forward, like those of a ram."
"Reciprocous","a.","Reciprocal."
"Recision","n.","The act of cutting off."
"Recital","n.","The formal statement, or setting forth, of some matter of fact in any deed or writing in order to explain the reasons on which the transaction is founded; the statement of matter in pleading introductory to some positive allegation."
"Recitative","n.","A species of musical recitation in which the words are delivered in a manner resembling that of ordinary declamation; also, a piece of music intended for such recitation; -- opposed to melisma."
"Recited","imp. & p. p.","of Recite"
"Reciting","p. pr. & vb. n.","of Recite"
"Recite","n.","A recital."
"Reciter","n.","One who recites; also, a book of extracts for recitation."
"Recked","imp. & p. p.","of Reck"
"Recking","p. pr. & vb. n.","of Reck"
"Reck","v. i.","To make account; to take heed; to care; to mind; -- often followed by of."
"Reckless","a.","Rashly negligent; utterly careless or heedless."
"Reckling","a.","Needing care; weak; feeble; as, a reckling child."
"Reckling","n.","A weak child or animal."
"Reckoned","imp. & p. p.","of Reckon"
"Reckoning","p. pr. & vb. n.","of Reckon"
"Reckon","v. i.","To come to an accounting; to make up accounts; to settle; to examine and strike the balance of debt and credit; to adjust relations of desert or penalty."
"Reckoner","n.","One who reckons or computes; also, a book of calculations, tables, etc., to assist in reckoning."
"Reckoning","n.","The calculation of a ship's position, either from astronomical observations, or from the record of the courses steered and distances sailed as shown by compass and log, -- in the latter case called dead reckoning (see under Dead); -- also used for dead reckoning in contradistinction to observation."
"Reckoning","n.","The position of a ship as determined by calculation."
"Reclaim","v. t.","To claim back; to demand the return of as a right; to attempt to recover possession of."
"Reclaimed","imp. & p. p.","of Reclaim"
"Reclaiming","p. pr. & vb. n.","of Reclaim"
"Reclaim","n.","The act of reclaiming, or the state of being reclaimed; reclamation; recovery."
"Reclaimable","a.","That may be reclaimed."
"Reclaimant","n.","One who reclaims; one who cries out against or contradicts."
"Reclaimer","n.","One who reclaims."
"Reclaimless","a.","That can not be reclaimed."
"Reclamation","n.","The act or process of reclaiming."
"Reclasp","v. i.","To clasp or unite again."
"Reclinant","a.","Bending or leaning backward."
"Reclinate","a.","Reclined, as a leaf; bent downward, so that the point, as of a stem or leaf, is lower than the base."
"Reclination","n.","The act or process of removing a cataract, by applying the needle to its anterior surface, and depressing it into the vitreous humor in such a way that the front surface of the cataract becomes the upper one and its back surface the lower one."
"Reclined","imp. & p. p.","of Recline"
"Reclining","p. pr. & vb. n.","of Recline"
"Recline","v. t.","To cause or permit to lean, incline, rest, etc.; to place in a recumbent position; as, to recline the head on the hand."
"Recliner","n.","One who, or that which, reclines."
"Reclining","a.","Recumbent."
"Reclose","v. t.","To close again."
"Recluse","a.","A person who lives in seclusion from intercourse with the world, as a hermit or monk; specifically, one of a class of secluded devotees who live in single cells, usually attached to monasteries."
"Reclusely","adv.","In a recluse or solitary manner."
"Recluseness","n.","Quality or state of being recluse."
"Reclusion","n.","A state of retirement from the world; seclusion."
"Reclusive","a.","Affording retirement from society."
"Recognition","n.","The act of recognizing, or the state of being recognized; acknowledgment; formal avowal; knowledge confessed or avowed; notice."
"Recognitor","n.","One of a jury impaneled on an assize."
"Recognitory","a.","Pertaining to, or connected with, recognition."
"Recognization","n.","Recognition."
"Recognized","imp. & p. p.","of Recognize"
"Recognizing","p. pr. & vb. n.","of Recognize"
"Recognize","v. i.","To enter an obligation of record before a proper tribunal; as, A B recognized in the sum of twenty dollars."
"Recognizer","n.","One who recognizes; a recognizor."
"Recognosce","v. t.","To recognize."
"Recoiled","imp. & p. p.","of Recoil"
"Recoiling","p. pr. & vb. n.","of Recoil"
"Recoil","n.","Specifically, the reaction or rebounding of a firearm when discharged."
"Recoiler","n.","One who, or that which, recoils."
"Recoilingly","adv.","In the manner of a recoil."
"Recoilment","n.","Recoil."
"Recoin","v. t.","To coin anew or again."
"Recoinage","n.","That which is coined anew."
"Re-collect","v. t.","To collect again; to gather what has been scattered; as, to re-collect routed troops."
"Recollected","imp. & p. p.","of Recollect"
"Recollecting","p. pr. & vb. n.","of Recollect"
"Recollection","n.","The act or practice of collecting or concentrating the mind; concentration; self-control."
"Recollective","a.","Having the power of recollecting."
"Recollet","n.","Same as Recollect, n."
"Recolonization","n.","A second or renewed colonization."
"Recolonize","v. t.","To colonize again."
"Recombination","n.","Combination a second or additional time."
"Recombine","v. t.","To combine again."
"Recomfort","v. t.","To comfort again; to console anew; to give new strength to."
"Recomfortless","a.","Without comfort."
"Recomforture","n.","The act of recomforting; restoration of comfort."
"Recommence","v. i.","To commence or begin again."
"Recommended","imp. & p. p.","of Recommend"
"Recommending","p. pr. & vb. n.","of Recommend"
"Recommend","v. t.","To commit; to give in charge; to commend."
"Recommendable","a.","Suitable to be recommended; worthy of praise; commendable."
"Recommendative","n.","That which recommends; a recommendation."
"Recommendatory","a.","Serving to recommend; recommending; commendatory."
"Recommit","v. t.","To commit again; to give back into keeping; specifically, to refer again to a committee; as, to recommit a bill to the same committee."
"Recommitment","n.","Alt. of Recommittal"
"Recommittal","n.","A second or renewed commitment; a renewed reference to a committee."
"Recompact","v. t.","To compact or join anew."
"Recompensation","n.","Recompense."
"Recompensed","imp. & p. p.","of Recompense"
"Recompensing","p. pr. & vb. n.","of Recompense"
"Recompense","v. t.","To render an equivalent to, for service, loss, etc.; to requite; to remunerate; to compensate."
"Recompense","n.","An equivalent returned for anything done, suffered, or given; compensation; requital; suitable return."
"Recompensement","n.","Recompense; requital."
"Recompenser","n.","One who recompenses."
"Recompensive","a.","Of the nature of recompense; serving to recompense."
"Recomposing","p. pr. & vb. n.","of Recompose"
"Recomposer","n.","One who recomposes."
"Recomposition","n.","The act of recomposing."
"Reconcilable","a.","Capable of being reconciled; as, reconcilable adversaries; an act reconciable with previous acts."
"Reconciled","imp. & p. p.","of Reconcile"
"Reconciling","p. pr. & vb. n.","of Reconcile"
"Reconcile","v. i.","To become reconciled."
"Reconcilement","n.","Reconciliation."
"Reconciler","n.","One who reconciles."
"Recondite","a.","Dealing in things abstruse; profound; searching; as, recondite studies."
"Reconditory","n.","A repository; a storehouse."
"Reconduct","v. t.","To conduct back or again."
"Recopy","v. t.","To copy again."
"Recorded","imp. & p. p.","of Record"
"Recording","p. pr. & vb. n.","of Record"
"Record","v. t.","That which has been publicly achieved in any kind of competitive sport as recorded in some authoritative manner, as the time made by a winning horse in a race."
"Recordance","n.","Remembrance."
"Recordation","v. t.","Remembrance; recollection; also, a record."
"Recorder","n.","A kind of wind instrument resembling the flageolet."
"Recount","v.","To tell over; to relate in detail; to recite; to tell or narrate the particulars of; to rehearse; to enumerate; as, to recount one's blessings."
"Recountment","n.","Recital."
"Recoup","v. t.","Alt. of Recoupe"
"Recouper","n.","One who recoups."
"Recourseful","a.","Having recurring flow and ebb; moving alternately."
"Recover","v. t.","To cover again."
"Recovery","n.","In rowing, the act of regaining the proper position for making a new stroke."
"Re-create","v. t.","To create or form anew."
"Recreated","imp. & p. p.","of Recreate"
"Recreating","p. pr. & vb. n.","of Recreate"
"Recreate","v. i.","To take recreation."
"Recreation","n.","The act of recreating, or the state of being recreated; refreshment of the strength and spirits after toil; amusement; diversion; sport; pastime."
"Recrement","n.","A substance secreted from the blood and again absorbed by it."
"Recremental","a.","Recrementitious."
"Recrementitial","a.","Of the nature of a recrement. See Recrement, 2 (b)."
"Recriminative","a.","Recriminatory."
"Recross","v. t.","To cross a second time."
"Recrudency","n.","Recrudescence."
"Recrudescence","n.","Alt. of Recrudescency"
"Recrudescency","n.","Increased severity of a disease after temporary remission."
"Recruited","imp. & p. p.","of Recruit"
"Recruiting","p. pr. & vb. n.","of Recruit"
"Recruit","n.","Specifically, a man enlisted for service in the army; a newly enlisted soldier."
"Recruiter","n.","One who, or that which, recruits."
"Recruitment","n.","The act or process of recruiting; especially, the enlistment of men for an army."
"Recrystallization","n.","The process or recrystallizing."
"Recrystallize","v. i. & t.","To crystallize again."
"Rectal","a.","Of or pertaining to the rectum; in the region of the rectum."
"Rectangle","a.","Rectangular."
"Rectangular","a.","Right-angled; having one or more angles of ninety degrees."
